주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주차면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 시간(분 단위),버스 추가 단위 요금,일 최대 요금,위도,경도
1511395,남대문시장2번게이트앞 이륜차 주차장(시),중구 남대문로4가 3-6 0,NS,노상 주차장,6,이륜차 전용 주차장,02)3396-6262,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2019-06-10 10:38,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.5608061,126.977511
1511395,남대문시장2번게이트앞 이륜차 주차장(시),중구 남대문로4가 3-6 0,NS,노상 주차장,6,이륜차 전용 주차장,02)3396-6262,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2019-06-10 10:38,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.56080252,126.9774991
1511457,공유) 진양상가2구간(18~22)(구),중구 인현동2가 192-30 0,NS,노상 주차장,3,시간제 + 거주자 주차장,02-3396-6264,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-06-15 10:43,N,무료,N,무료,0,1.11401E+12,1500,30,500,10,0,0,0,0,0,,
1511495,청계3(동호로) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:30,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,,
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55583942,126.983835
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55564592,126.9838363
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55630355,126.984086
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55567325,126.9838367
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55607461,126.9839032
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55589141,126.9838386
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55629165,126.9840572
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55592104,126.9838426
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55609965,126.9839137
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55570135,126.9838385
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55602515,126.9838822
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55575809,126.9838355
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55586564,126.9838364
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55631366,126.9841165
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55597568,126.9838613
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55578448,126.9838334
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55581308,126.983833
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55631925,126.9841524
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55599952,126.9838725
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55572936,126.9838378
1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-09-27 10:58,N,무료,N,무료,0,1.11401E+12,330,5,330,5,0,0,0,0,0,37.55605018,126.9838927
1511606,공유) 삼풍상가3구간(02~12)(구),중구 을지로4가 310-68 0,NS,노상 주차장,3,시간제 + 거주자 주차장,02-3396-6264,3,120~2일이내 연계데이터 존재(통신점검중),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-06-16 11:27,N,무료,N,무료,0,1.11402E+12,1500,30,500,10,0,0,0,0,0,,
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5578897,126.976125
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5579874,126.976087
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5579229,126.976111
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5580269,126.976069
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5581731,126.976018
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5579071,126.976116
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5579446,126.976105
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5580448,126.976062
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5581371,126.976029
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5580048,126.976079
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5580936,126.976043
1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,미연계중,1,Y,유료,N,야간 미개방,900,2000,900,1600,0,0,2023-02-16 17:49,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,37.5579652,126.976096
1511739,청계8가 공영주차장(시),중구 흥인동 162-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-04-13 17:57,N,무료,Y,유료,0,1.11402E+12,500,5,500,5,0,0,0,0,0,,
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56431447,126.9937159
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56430723,126.9938441
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56433062,126.9934002
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56439659,126.9936396
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56438589,126.9938317
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.5642708,126.9945749
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56430665,126.9964994
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56425589,126.9948678
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56431487,126.996692
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56433412,126.9933363
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56435338,126.9945906
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56425887,126.9948035
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56437669,126.9978471
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56437415,126.9977828
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56426185,126.9947392
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56438964,126.9937674
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56431098,126.9937798
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56432709,126.9934648
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56431213,126.9966278
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.5642402,126.9951233
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56435611,126.9945266
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56433754,126.9949379
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56427378,126.9945106
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56433766,126.993271
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56435879,126.9944627
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56436177,126.9943983
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56440034,126.9935754
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56430939,126.9965636
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56430391,126.9964352
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56430117,126.996371
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56439314,126.9937035
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.564351,126.9946572
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 15:20,N,무료,Y,유료,0,1.11402E+12,680,5,680,5,0,0,0,0,0,37.56434052,126.9948736
1511964,남산파출소 공영주차장(시),중구 회현동1가 1-16,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-07-25 9:29,N,무료,Y,유료,,1.11401E+12,330,5,330,5,0,0,0,0,,,
1511971,남산파출소 공영주차장(시),중구 회현동1가 1-16,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-07-25 9:29,N,무료,Y,유료,,1.11401E+12,330,5,330,5,0,0,0,0,,37.55490333,126.9818787
1511971,남산파출소 공영주차장(시),중구 회현동1가 1-16,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-07-25 9:29,N,무료,Y,유료,,1.11401E+12,330,5,330,5,0,0,0,0,,37.55482813,126.9820832
1511971,남산파출소 공영주차장(시),중구 회현동1가 1-16,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-07-25 9:29,N,무료,Y,유료,,1.11401E+12,330,5,330,5,0,0,0,0,,37.55491405,126.9818496
1511971,남산파출소 공영주차장(시),중구 회현동1가 1-16,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-07-25 9:29,N,무료,Y,유료,,1.11401E+12,330,5,330,5,0,0,0,0,,37.55494601,126.9817622
